203.000000 140.000000 0 
232.000000 123.000000 -1 
195.000000 172.000000 0 
223.000000 195.000000 0 
230.000000 183.000000 0 
172.000000 182.000000 0 
200.000000 173.000000 0 
196.000000 140.000000 0 
211.000000 189.000000 0 
211.000000 171.000000 0 
199.000000 173.000000 0 
218.000000 150.000000 0 
196.000000 165.000000 0 
214.000000 122.000000 0 
213.000000 170.000000 0 
216.000000 188.000000 0 
203.000000 147.000000 0 
238.000000 174.000000 0 
158.000000 163.000000 0 
217.000000 169.000000 0 
194.000000 135.000000 0 
170.000000 181.000000 0 
235.000000 190.000000 0 
183.000000 199.000000 0 
186.000000 170.000000 0 
233.000000 176.000000 0 
174.000000 155.000000 0 
217.000000 176.000000 0 
206.000000 170.000000 0 
186.000000 151.000000 0 
179.000000 198.000000 0 
166.000000 136.000000 0 
161.000000 182.000000 0 
191.000000 215.000000 0 
201.000000 177.000000 0 
192.000000 199.000000 0 
170.000000 178.000000 0 
175.000000 155.000000 0 
175.000000 202.000000 0 
176.000000 197.000000 0 
176.000000 172.000000 0 
204.000000 182.000000 0 
182.000000 219.000000 0 
187.000000 168.000000 0 
178.000000 173.000000 0 
142.000000 189.000000 0 
162.000000 141.000000 0 
158.000000 165.000000 0 
193.000000 151.000000 0 
174.000000 152.000000 0 
190.000000 192.000000 0 
195.000000 146.000000 0 
174.000000 187.000000 0 
149.000000 182.000000 0 
223.000000 160.000000 0 
207.000000 172.000000 0 
145.000000 181.000000 0 
147.000000 194.000000 0 
169.000000 168.000000 0 
199.000000 174.000000 0 
173.000000 172.000000 0 
160.000000 131.000000 0 
143.000000 189.000000 0 
158.000000 186.000000 0 
174.000000 133.000000 0 
166.000000 162.000000 0 
138.000000 193.000000 0 
164.000000 170.000000 0 
189.000000 165.000000 0 
189.000000 169.000000 0 
171.000000 165.000000 0 
154.000000 181.000000 0 
181.000000 183.000000 0 
203.000000 171.000000 0 
161.000000 181.000000 0 
161.000000 145.000000 0 
190.000000 203.000000 0 
162.000000 155.000000 0 
146.000000 144.000000 0 
174.000000 185.000000 0 
167.000000 189.000000 0 
155.000000 184.000000 0 
